AQ,DQ,Loss,ccODP,Dispersion
1,1,26376,50679.3851351196,20599.962483084
2,1,47620,49252.0919236034,20599.962483084
3,1,41197,51393.4586505003,20599.962483084
4,1,59956,53197.2454681931,20599.962483084
5,1,66538,51242.5335462112,20599.962483084
6,1,54230,51362.1841008441,20599.962483084
7,1,43531,51237.8493000822,20599.962483084
8,1,36255,53377.2742946937,20599.962483084
9,1,57934,53732.4648196328,20599.962483084
10,1,20073,52606.9410942381,20599.962483084
11,1,38421,54241.0006190661,20599.962483084
12,1,33348,52096.7130667989,20599.962483084
13,1,80392,58914.576955478,20599.962483084
14,1,23311,57277.2620821737,20599.962483084
15,1,31378,58846.6279348445,20599.962483084
16,1,129449,64096.4068282708,20599.962483084
17,1,61817,55807.3156305587,20599.962483084
18,1,88484,58257.5751857778,20599.962483084
19,1,121384,57653.2633403503,20599.962483084
20,1,52616,56112.8797932294,20599.962483084
21,1,67844,68318.8558917217,20599.962483084
22,1,69916,62045.8335090639,20599.962483084
23,1,54196,63963.1457339786,20599.962483084
24,1,62319,65265.3063583042,20599.962483084
25,1,83341,65697.8000281775,20599.962483084
26,1,36165,61907.1288317742,20599.962483084
27,1,57386,61900.7093053814,20599.962483084
28,1,74972,65897.4045662049,20599.962483084
29,1,48448,65028.023348553,20599.962483084
30,1,74349,69278.2679717413,20599.962483084
31,1,53107,79206.1908400284,20599.962483084
32,1,56855,72492.4644209634,20599.962483084
33,1,92010,71541.2659854186,20599.962483084
34,1,37161,67636.4788733325,20599.962483084
35,1,111799,76536.5853858581,20599.962483084
36,1,84661,81515.5826264877,20599.962483084
37,1,51256,79831.806720826,20599.962483084
38,1,67096,82066.8791093292,20599.962483084
39,1,140701,86377.2207231972,20599.962483084
40,1,121729,121729,20599.962483084
1,2,321829,377446.119587207,20599.962483084
2,2,295955,366816.032368043,20599.962483084
3,2,409569,382764.342702224,20599.962483084
4,2,621536,396198.450734227,20599.962483084
5,2,475637,381640.294041998,20599.962483084
6,2,320122,382531.418459396,20599.962483084
7,2,351036,381605.407065373,20599.962483084
8,2,434308,397539.255911625,20599.962483084
9,2,422999,400184.617235464,20599.962483084
10,2,220846,391802.026138099,20599.962483084
11,2,371181,403972.051981476,20599.962483084
12,2,331110,388001.988143399,20599.962483084
13,2,405345,438779.562926412,20599.962483084
14,2,395126,426585.292143065,20599.962483084
15,2,526603,438273.497312168,20599.962483084
16,2,541039,477372.40639979,20599.962483084
17,2,530271,415637.53532471,20599.962483084
18,2,642771,433886.394473911,20599.962483084
19,2,448767,429385.646083436,20599.962483084
20,2,367262,417913.293153608,20599.962483084
21,2,416809,508820.045511926,20599.962483084
22,2,516163,462100.300390608,20599.962483084
23,2,393231,476379.914427,20599.962483084
24,2,499156,486078.048558275,20599.962483084
25,2,377363,489299.142441014,20599.962483084
26,2,356405,461067.266109075,20599.962483084
27,2,437619,461019.455242386,20599.962483084
28,2,375247,490785.742132971,20599.962483084
29,2,564560,484310.829973523,20599.962483084
30,2,582201,515965.482768573,20599.962483084
31,2,461209,589905.92131583,20599.962483084
32,2,527589,539903.933760338,20599.962483084
33,2,470049,532819.669468327,20599.962483084
34,2,505257,503737.88918742,20599.962483084
35,2,670237,570023.43424897,20599.962483084
36,2,655324,607105.636073253,20599.962483084
37,2,647062,594565.336301422,20599.962483084
38,2,678966,611211.540626668,20599.962483084
39,2,588990,643313.779276804,20599.962483084
40,2,772263,906604.106753291,20599.962483084
1,3,783602,706733.258566317,20599.962483084
2,3,528512,686829.394705005,20599.962483084
3,3,699642,716691.143829436,20599.962483084
4,3,739837,741845.279619129,20599.962483084
5,3,894232,714586.465754331,20599.962483084
6,3,809696,716255.014536828,20599.962483084
7,3,676312,714521.143088678,20599.962483084
8,3,865076,744355.81440264,20599.962483084
9,3,806058,749309.010982133,20599.962483084
10,3,627917,733613.377581666,20599.962483084
11,3,686794,756400.635351152,20599.962483084
12,3,899563,726498.154784813,20599.962483084
13,3,718422,821574.508802548,20599.962483084
14,3,815013,798741.854605494,20599.962483084
15,3,784735,820626.947330745,20599.962483084
16,3,907354,893836.070413273,20599.962483084
17,3,923511,778243.183540365,20599.962483084
18,3,930878,812412.499430372,20599.962483084
19,3,864183,803985.26065132,20599.962483084
20,3,749629,782504.331457009,20599.962483084
21,3,1097966,952718.89185609,20599.962483084
22,3,758815,865240.451899978,20599.962483084
23,3,884136,891977.720175635,20599.962483084
24,3,1113746,910136.587311705,20599.962483084
25,3,1119056,916167.790330525,20599.962483084
26,3,840561,863306.189905718,20599.962483084
27,3,749261,863216.66844065,20599.962483084
28,3,767330,918951.311977613,20599.962483084
29,3,865422,906827.632512099,20599.962483084
30,3,867244,966098.068099297,20599.962483084
31,3,1062932,1104544.76118353,20599.962483084
32,3,935813,1010920.62315151,20599.962483084
33,3,951236,997655.987676876,20599.962483084
