AQ,DQ,Loss,ccODP,Dispersion
1,1,96384,692491.309112936,61282.3870448763
2,1,119958,738381.096137421,61282.3870448763
3,1,233655,715316.822082411,61282.3870448763
4,1,219032,724612.110736988,61282.3870448763
5,1,248895,752226.517056368,61282.3870448763
6,1,340538,745774.914775264,61282.3870448763
7,1,503533,793920.312742162,61282.3870448763
8,1,453185,751473.217272499,61282.3870448763
9,1,248463,788789.849181537,61282.3870448763
10,1,434253,776058.829258835,61282.3870448763
11,1,429870,825359.46953573,61282.3870448763
12,1,539871,860669.785444305,61282.3870448763
13,1,595501,804207.749857286,61282.3870448763
14,1,836957,867352.134530209,61282.3870448763
15,1,748710,940148.420627702,61282.3870448763
16,1,664758,901363.213908826,61282.3870448763
17,1,728498,949635.408190707,61282.3870448763
18,1,997440,915546.701103194,61282.3870448763
19,1,1221786,864246.744163787,61282.3870448763
20,1,1078004,927372.255294422,61282.3870448763
21,1,910191,929902.068034047,61282.3870448763
22,1,1309686,924110.9465465,61282.3870448763
23,1,635296,933367.814202927,61282.3870448763
24,1,1432497,975056.534222658,61282.3870448763
25,1,1356543,1071768.69703608,61282.3870448763
26,1,1709266,1100350.7827325,61282.3870448763
27,1,1636103,1066027.6953298,61282.3870448763
28,1,1163254,1078601.77140265,61282.3870448763
29,1,1090599,1149917.10476045,61282.3870448763
30,1,1696952,1265721.97629988,61282.3870448763
31,1,2072996,1332143.11627768,61282.3870448763
32,1,2069391,1318178.80328456,61282.3870448763
33,1,1824292,1301453.4975459,61282.3870448763
34,1,1612458,1434366.36217686,61282.3870448763
35,1,2269689,1499755.12365796,61282.3870448763
36,1,1852031,1574099.05850417,61282.3870448763
37,1,1768787,1641484.34198907,61282.3870448763
38,1,1676899,1778322.84938787,61282.3870448763
39,1,1936162,2052807.59559538,61282.3870448763
40,1,2195096,2195096,61282.3870448763
1,2,655266,1757233.17349662,61282.3870448763
2,2,879847,1873680.92529212,61282.3870448763
3,2,745423,1815154.11497879,61282.3870448763
4,2,795475,1838741.39956431,61282.3870448763
5,2,969732,1908814.41017435,61282.3870448763
6,2,913590,1892443.12955123,61282.3870448763
7,2,1144630,2014614.61292624,61282.3870448763
8,2,1255345,1906902.87229311,61282.3870448763
9,2,1517491,2001595.79139663,61282.3870448763
10,2,1624469,1969290.15774287,61282.3870448763
11,2,1393806,2094393.12933129,61282.3870448763
12,2,1651742,2183994.91590197,61282.3870448763
13,2,1639096,2040719.52649131,61282.3870448763
14,2,1865852,2200951.72869675,61282.3870448763
15,2,2538848,2385676.13917596,61282.3870448763
16,2,2064199,2287256.63413605,61282.3870448763
17,2,2029773,2409749.86983926,61282.3870448763
18,2,2563554,2323247.97999963,61282.3870448763
19,2,2438334,2193071.63706711,61282.3870448763
20,2,2829995,2353255.94666484,61282.3870448763
21,2,2322427,2359675.47974822,61282.3870448763
22,2,2628448,2344980.20392924,61282.3870448763
23,2,3063627,2368469.99320815,61282.3870448763
24,2,3011119,2474257.31619004,61282.3870448763
25,2,3610601,2719669.5235924,61282.3870448763
26,2,3011479,2792198.07159367,61282.3870448763
27,2,3890106,2705101.4293584,61282.3870448763
28,2,3316511,2737008.80972624,61282.3870448763
29,2,3985896,2917975.22462005,61282.3870448763
30,2,3906984,3211836.18611324,61282.3870448763
31,2,4164721,3380383.3275062,61282.3870448763
32,2,4031488,3344948.14772316,61282.3870448763
33,2,3614095,3302506.80341447,61282.3870448763
34,2,4552960,3639780.19853211,61282.3870448763
35,2,4194431,3805707.6251097,61282.3870448763
36,2,4024800,3994359.27581037,61282.3870448763
37,2,4179022,4165352.98213836,61282.3870448763
38,2,5085759,4512587.90256063,61282.3870448763
39,2,5325753,5209107.40440461,61282.3870448763
40,2,5177071,5570171.72554966,61282.3870448763
1,3,948793,1748333.02236991,61282.3870448763
2,3,1088765,1864190.98186864,61282.3870448763
3,3,1028103,1805960.60202602,61282.3870448763
4,3,1151092,1829428.42016813,61282.3870448763
5,3,1225824,1899146.52034639,61282.3870448763
6,3,1301734,1882858.15807121,61282.3870448763
7,3,1409245,2004410.85921412,61282.3870448763
8,3,1187506,1897244.66414899,61282.3870448763
9,3,1780398,1991457.97627528,61282.3870448763
10,3,1918619,1959315.96633753,61282.3870448763
