AQ,DQ,Loss,ccODP,Dispersion
1,1,0,12760.6711840426,309792.548888722
2,1,0,10272.7310669991,309792.548888722
3,1,5755,8089.18797120144,309792.548888722
4,1,0,8793.06360123511,309792.548888722
5,1,2724,14132.983948681,309792.548888722
6,1,0,11297.0400631046,309792.548888722
7,1,0,11398.1716981245,309792.548888722
8,1,5763,18379.590245808,309792.548888722
9,1,7362,14192.5086690658,309792.548888722
10,1,0,13326.5820691743,309792.548888722
11,1,9243,15565.1094563565,309792.548888722
12,1,9874,14460.3496506641,309792.548888722
13,1,0,17492.6362432127,309792.548888722
14,1,0,15764.9309879565,309792.548888722
15,1,0,16230.5326407731,309792.548888722
16,1,0,14983.6149815271,309792.548888722
17,1,26114,20962.621410316,309792.548888722
18,1,0,18820.8862845128,309792.548888722
19,1,58208,19443.23392452,309792.548888722
20,1,0,20678.4430477325,309792.548888722
21,1,5207,29847.8917901799,309792.548888722
22,1,7881,18388.7805750736,309792.548888722
23,1,443075,21819.2181399277,309792.548888722
24,1,0,21153.1913238397,309792.548888722
25,1,468,18519.9342335235,309792.548888722
26,1,0,17943.8853282845,309792.548888722
27,1,8486,24095.011584151,309792.548888722
28,1,0,33908.719861472,309792.548888722
29,1,9099,25422.905357715,309792.548888722
30,1,0,28234.5426124407,309792.548888722
31,1,21169,26458.7996668002,309792.548888722
32,1,12158,31201.2588694792,309792.548888722
33,1,37471,24440.6491963316,309792.548888722
34,1,52381,32491.7906997433,309792.548888722
35,1,19390,35310.3080876523,309792.548888722
36,1,15895,45434.6703978818,309792.548888722
37,1,37171,27006.4689957596,309792.548888722
38,1,14054,36570.3734403376,309792.548888722
39,1,19369,33023.7506779489,309792.548888722
40,1,13880,31950.2699908506,309792.548888722
1,2,149413,115151.8812957,309792.548888722
2,2,9002,92700.7906832508,309792.548888722
3,2,23858,72996.5688797954,309792.548888722
4,2,6859,79348.319648041,309792.548888722
5,2,18401,127535.587003266,309792.548888722
6,2,18478,101944.121714079,309792.548888722
7,2,75702,102856.730295798,309792.548888722
8,2,86769,165856.823965147,309792.548888722
9,2,133134,128072.73614198,309792.548888722
10,2,48297,120258.642697884,309792.548888722
11,2,99092,140459.040956583,309792.548888722
12,2,108398,130489.724439405,309792.548888722
