AQ,DQ,Loss,ccODP,Dispersion
1,1,8988,8786.11595102715,302693.966698043
2,1,11531,9413.26036510825,302693.966698043
3,1,0,10724.3082103534,302693.966698043
4,1,162,9799.07565014919,302693.966698043
5,1,0,10379.8908586394,302693.966698043
6,1,0,10324.9715607514,302693.966698043
7,1,3275,6797.5679315211,302693.966698043
8,1,0,10052.6022343179,302693.966698043
9,1,5060,9294.6002862286,302693.966698043
10,1,0,12390.5514093542,302693.966698043
11,1,0,12855.1871711733,302693.966698043
12,1,20485,10193.182766321,302693.966698043
13,1,48793,10530.0108247774,302693.966698043
14,1,0,9268.14390752704,302693.966698043
15,1,28029,12633.6716034203,302693.966698043
16,1,0,12865.4572748711,302693.966698043
17,1,0,9963.48290022305,302693.966698043
18,1,0,8988.15783395317,302693.966698043
19,1,9643,13712.1044425574,302693.966698043
20,1,0,13125.0539451028,302693.966698043
21,1,6606,15199.2694773846,302693.966698043
22,1,0,13812.710446228,302693.966698043
23,1,0,12636.1637129048,302693.966698043
24,1,22446,16895.0273267949,302693.966698043
25,1,61268,16121.6845688111,302693.966698043
26,1,8360,18544.167262136,302693.966698043
27,1,0,16255.3828194827,302693.966698043
28,1,5881,17365.4059970605,302693.966698043
29,1,13308,19392.1365913174,302693.966698043
30,1,0,16946.1089789813,302693.966698043
31,1,66341,22809.1616816217,302693.966698043
32,1,2919,19044.254675616,302693.966698043
33,1,0,21318.8391314198,302693.966698043
34,1,15955,19969.5741338424,302693.966698043
35,1,158763,22216.3418788448,302693.966698043
36,1,27768,35684.8863265575,302693.966698043
37,1,27223,28330.8964204498,302693.966698043
38,1,26605,29635.2192492361,302693.966698043
39,1,0,5134.37219408408,302693.966698043
40,1,5877,16274.910273079,302693.966698043
1,2,55564,104846.714229118,302693.966698043
2,2,272975,112330.570751165,302693.966698043
3,2,29903,127975.602018371,302693.966698043
4,2,62945,116934.592045828,302693.966698043
5,2,87132,123865.591650652,302693.966698043
6,2,97154,123210.227213918,302693.966698043
7,2,46828,81116.919733559,302693.966698043
8,2,59042,119959.982271496,302693.966698043
9,2,27440,110914.573119214,302693.966698043
10,2,28175,147859.259995981,302693.966698043
11,2,22201,153403.863915576,302693.966698043
12,2,51201,121637.561641864,302693.966698043
13,2,86158,125657.007251981,302693.966698043
14,2,118473,110598.863152179,302693.966698043
15,2,217457,150760.46840851,302693.966698043
16,2,264815,153526.419392137,302693.966698043
17,2,225310,118896.501046548,302693.966698043
18,2,140298,107257.725838746,302693.966698043
19,2,88087,163629.652053542,302693.966698043
20,2,219092,156624.245331417,302693.966698043
21,2,240707,181376.329685293,302693.966698043
22,2,230833,164830.206311575,302693.966698043
23,2,143740,150790.207316169,302693.966698043
24,2,121815,201612.192679807,302693.966698043
25,2,1280752,192383.718163943,302693.966698043
26,2,381052,221291.753533352,302693.966698043
27,2,68694,193979.169710363,302693.966698043
28,2,73910,207225.328028317,302693.966698043
29,2,106162,231410.763847727,302693.966698043
30,2,107875,202221.761620052,302693.966698043
31,2,489372,272186.899190554,302693.966698043
32,2,78961,227259.410052223,302693.966698043
33,2,221291,254402.542211751,302693.966698043
34,2,98415,238301.456998572,302693.966698043
35,2,128803,265112.64603961,302693.966698043
36,2,548250,425835.84143819,302693.966698043
37,2,188992,338079.012092072,302693.966698043
38,2,137941,353643.792212722,302693.966698043
39,2,66404,61269.6278059171,302693.966698043
40,2,100101,194212.195242719,302693.966698043
1,3,435887,301376.219689071,302693.966698043
2,3,1213360,322888.161230519,302693.966698043
3,3,67089,367858.958979356,302693.966698043
4,3,310269,336122.171884602,302693.966698043
5,3,214169,356044.956064595,302693.966698043
6,3,237214,354161.146372381,302693.966698043
7,3,121575,233166.206512673,302693.966698043
8,3,208143,344818.492756457,302693.966698043
9,3,218217,318817.952482981,302693.966698043
10,3,468306,425013.46037639,302693.966698043
11,3,253297,440951.125006577,302693.966698043
12,3,196992,349640.604089054,302693.966698043
13,3,562086,361194.28349741,302693.966698043
14,3,220258,317910.461226983,302693.966698043
15,3,1124770,433352.827330585,302693.966698043
16,3,290954,441303.404107547,302693.966698043
17,3,521485,341761.573389534,302693.966698043
18,3,754823,308306.542397592,302693.966698043
19,3,515226,470344.600949247,302693.966698043
20,3,445766,450207.937527592,302693.966698043
21,3,862824,521356.467711327,302693.966698043
22,3,325816,473795.529349607,302693.966698043
23,3,797262,433438.310215136,302693.966698043
24,3,496986,579523.363414949,302693.966698043
25,3,267923,552996.611637013,302693.966698043
