AQ,DQ,Loss,ccODP,Dispersion
1,1,47073356,43631574.6715306,307576.389041993
2,1,51155269,41174505.9051962,307576.389041993
3,1,46130911,43285405.6047754,307576.389041993
4,1,41646347,43769294.1632351,307576.389041993
5,1,43612422,43776182.4447707,307576.389041993
6,1,37798423,42115224.222278,307576.389041993
7,1,42020390,44756445.9296379,307576.389041993
8,1,50132174,45370177.7157343,307576.389041993
9,1,41378254,43515796.2615497,307576.389041993
10,1,42947202,44329847.4453366,307576.389041993
11,1,42675674,45672924.4587756,307576.389041993
12,1,42879849,46272598.465252,307576.389041993
13,1,44004885,45440391.1376869,307576.389041993
14,1,39620733,45943067.6850476,307576.389041993
15,1,42262466,44186528.1361533,307576.389041993
16,1,51380602,50051928.6580509,307576.389041993
17,1,43835291,43662047.3685238,307576.389041993
18,1,42690270,47050966.5904875,307576.389041993
19,1,50342237,47866905.5511992,307576.389041993
20,1,49939765,46997817.6254869,307576.389041993
21,1,45549218,48852748.673913,307576.389041993
22,1,46143345,48101642.5090772,307576.389041993
23,1,43750108,46715963.3864799,307576.389041993
24,1,48335604,48884789.7318729,307576.389041993
25,1,51193340,49075137.3586071,307576.389041993
26,1,55949641,49625889.3312446,307576.389041993
27,1,54298937,50748845.3991262,307576.389041993
28,1,44228704,46821445.3075529,307576.389041993
29,1,41238001,48500403.29765,307576.389041993
30,1,51560872,50028821.8004024,307576.389041993
31,1,49192136,50508658.9670111,307576.389041993
32,1,53784283,47625093.9016109,307576.389041993
33,1,52831359,50038233.8322504,307576.389041993
34,1,54655174,50888532.6163406,307576.389041993
35,1,50609852,48292928.3514371,307576.389041993
36,1,50400236,49924050.4639059,307576.389041993
37,1,50154592,48744831.7850273,307576.389041993
38,1,52443862,53853327.0988553,307576.389041993
39,1,44099188,47843998.1469286,307576.389041993
40,1,49626276,49626276,307576.389041993
1,2,104101781,106439915.277986,307576.389041993
2,2,96237293,100445857.229664,307576.389041993
3,2,100144014,105595430.374228,307576.389041993
4,2,105409316,106775884.15235,307576.389041993
5,2,118321875,106792688.22391,307576.389041993
6,2,104444457,102740754.416494,307576.389041993
7,2,115142796,109184056.471902,307576.389041993
8,2,111240296,110681264.853843,307576.389041993
9,2,109276414,106157472.018897,307576.389041993
10,2,114952651,108143362.7342,307576.389041993
11,2,111402913,111419820.313338,307576.389041993
12,2,109305019,112882734.519948,307576.389041993
13,2,114980826,110852551.605244,307576.389041993
14,2,116128833,112078838.97892,307576.389041993
15,2,110783149,107793733.016684,307576.389041993
