AQ,DQ,Loss,ccODP,Dispersion
1,1,0,12753.037767582,307870.733217521
2,1,0,13330.9187306442,307870.733217521
3,1,0,15417.1867466775,307870.733217521
4,1,0,10746.9254273515,307870.733217521
5,1,13424,14532.68903087,307870.733217521
6,1,0,12374.4494690398,307870.733217521
7,1,48267,12247.4610971157,307870.733217521
8,1,28350,21217.8754892616,307870.733217521
9,1,2255,17669.4243256107,307870.733217521
10,1,0,17584.9289898686,307870.733217521
11,1,0,14813.9077317867,307870.733217521
12,1,0,24916.1718899764,307870.733217521
13,1,8973,18954.7409243329,307870.733217521
14,1,48056,20285.3388374206,307870.733217521
15,1,5523,16870.2789669831,307870.733217521
16,1,0,17201.879337295,307870.733217521
17,1,0,15916.5188170887,307870.733217521
18,1,0,18412.4949476538,307870.733217521
19,1,0,23400.5285843988,307870.733217521
20,1,0,23341.6222319797,307870.733217521
21,1,0,27689.9315198384,307870.733217521
22,1,241220,22999.5535470809,307870.733217521
23,1,5253,24441.503541728,307870.733217521
24,1,5932,26630.5336711977,307870.733217521
25,1,3124,22140.6271691481,307870.733217521
26,1,0,27007.3621266594,307870.733217521
27,1,0,26159.3487836851,307870.733217521
28,1,12379,31587.7288026113,307870.733217521
29,1,113767,31433.7644130158,307870.733217521
30,1,20330,20040.5897950854,307870.733217521
31,1,0,23828.9751876195,307870.733217521
32,1,0,43760.3677524616,307870.733217521
33,1,0,17574.1023320833,307870.733217521
34,1,0,33262.6913131077,307870.733217521
35,1,0,28949.3850289537,307870.733217521
36,1,0,50943.5753972196,307870.733217521
37,1,20026,46051.8852446266,307870.733217521
38,1,0,26837.8216855552,307870.733217521
39,1,421262,124812.884444399,307870.733217521
40,1,13914,53631.2639463332,307870.733217521
1,2,59922,89675.7765416055,307870.733217521
2,2,101252,93739.2730242196,307870.733217521
3,2,13895,108409.32323667,307870.733217521
4,2,32868,75569.3585086275,307870.733217521
5,2,222582,102189.783942593,307870.733217521
6,2,29541,87013.6500522102,307870.733217521
7,2,70535,86120.7035188755,307870.733217521
8,2,67229,149198.135827633,307870.733217521
9,2,262837,124246.424759291,307870.733217521
10,2,88827,123652.277311059,307870.733217521
11,2,69435,104167.23479331,307870.733217521
12,2,77025,175203.516479619,307870.733217521
13,2,58411,133284.409762772,307870.733217521
14,2,152718,142640.800239721,307870.733217521
15,2,176639,118627.059247278,307870.733217521
16,2,88510,120958.779834258,307870.733217521
17,2,536179,111920.485987248,307870.733217521
18,2,109684,129471.488486959,307870.733217521
19,2,255669,164545.938821278,307870.733217521
20,2,15188,164131.725910387,307870.733217521
21,2,198974,194707.814457935,307870.733217521
22,2,146514,161726.395078007,307870.733217521
23,2,394919,171865.782090006,307870.733217521
24,2,140542,187258.426596412,307870.733217521
25,2,57275,155686.666243441,307870.733217521
26,2,113382,189908.17836398,307870.733217521
27,2,411211,183945.186923448,307870.733217521
28,2,79257,222116.029230335,307870.733217521
29,2,277675,221033.394924035,307870.733217521
30,2,153203,140919.793776068,307870.733217521
31,2,29448,167558.654893374,307870.733217521
32,2,180452,307710.604443092,307870.733217521
33,2,139522,123576.147297023,307870.733217521
34,2,82273,233893.894751023,307870.733217521
35,2,450984,203563.937485741,307870.733217521
36,2,124752,358220.901310612,307870.733217521
37,2,775942,323823.911273479,307870.733217521
38,2,192176,188716.017642095,307870.733217521
39,2,581200,877649.116934385,307870.733217521
40,2,260891,377119.971644773,307870.733217521
1,3,109576,280247.543738883,307870.733217521
2,3,306478,292946.457003558,307870.733217521
3,3,122352,338792.121207622,307870.733217521
4,3,171825,236163.297611817,307870.733217521
5,3,195708,319355.315889927,307870.733217521
6,3,151782,271928.079569771,307870.733217521
7,3,223086,269137.514689174,307870.733217521
8,3,92990,466262.046548493,307870.733217521
9,3,572754,388284.960554253,307870.733217521
10,3,283291,386428.178607029,307870.733217521
11,3,400337,325535.086672515,307870.733217521
12,3,298599,547531.976208179,307870.733217521
13,3,454171,416529.746328694,307870.733217521
14,3,342516,445769.587348754,307870.733217521
15,3,380513,370723.770198884,307870.733217521
16,3,383923,378010.676344417,307870.733217521
17,3,427745,349764.925396951,307870.733217521
18,3,554257,404613.910601077,307870.733217521
19,3,905583,514225.769380176,307870.733217521
20,3,141084,512931.304416069,307870.733217521
21,3,572315,608485.243763528,307870.733217521
22,3,416465,505414.357436066,307870.733217521
23,3,975225,537101.156421432,307870.733217521
24,3,402300,585205.01435195,307870.733217521
25,3,392679,486539.481343401,307870.733217521
26,3,780144,593485.806033012,307870.733217521
27,3,684864,574850.743488898,307870.733217521
28,3,1099359,694139.198091643,307870.733217521
29,3,424334,690755.836198285,307870.733217521
30,3,884815,440391.235994597,307870.733217521
31,3,263957,523640.867991512,307870.733217521
32,3,1298100,961632.498800546,307870.733217521
33,3,597922,386190.263193734,307870.733217521
34,3,512438,730946.438686079,307870.733217521
35,3,805447,636161.689079176,307870.733217521
36,3,624174,1119483.22701896,307870.733217521
37,3,1325108,1011988.51281992,307870.733217521
38,3,613138,589760.160971045,307870.733217521
39,3,1328698,2742758.6219044,307870.733217521
40,3,1595249,1178545.08568756,307870.733217521
1,4,284832,452037.964335816,307870.733217521
2,4,1300764,472521.251449973,307870.733217521
3,4,329742,546470.09126474,307870.733217521
4,4,156729,380930.283559403,307870.733217521
5,4,515076,515118.61609467,307870.733217521
6,4,191264,438618.707927009,307870.733217521
7,4,438023,434117.539955499,307870.733217521
8,4,450754,752078.47875096,307870.733217521
9,4,557382,626301.807357482,307870.733217521
10,4,1012934,623306.826846891,307870.733217521
11,4,558005,525086.557177593,307870.733217521
12,4,1094051,883166.491423458,307870.733217521
13,4,877871,671860.513400863,307870.733217521
14,4,529928,719024.238855406,307870.733217521
15,4,598246,597975.690262406,307870.733217521
16,4,428326,609729.435456341,307870.733217521
17,4,739477,564169.172593428,307870.733217521
18,4,536203,652640.326655209,307870.733217521
19,4,1246314,829443.737127684,307870.733217521
20,4,557844,827355.771254828,307870.733217521
21,4,1522604,981483.82408493,307870.733217521
22,4,447901,815230.971281462,307870.733217521
23,4,671380,866341.628376138,307870.733217521
24,4,1072131,943932.924005373,307870.733217521
25,4,839806,784785.885297163,307870.733217521
26,4,926007,957289.801873619,307870.733217521
27,4,631579,927231.534010402,307870.733217521
28,4,1081734,1119643.2478402,307870.733217521
29,4,836512,1114185.90108711,307870.733217521
30,4,1120704,710348.983525135,307870.733217521
31,4,729025,844630.246716703,307870.733217521
32,4,1556280,1551108.67841177,307870.733217521
33,4,517123,622923.07040901,307870.733217521
34,4,1531910,1179013.15306453,307870.733217521
35,4,931097,1026125.79965277,307870.733217521
36,4,2291604,1805721.15743946,307870.733217521
