AQ,DQ,Loss,ccODP,Dispersion
1,1,167463,766630.633219428,61050.4374964566
2,1,154994,672650.206151229,61050.4374964566
3,1,351587,718312.127554961,61050.4374964566
4,1,237162,735274.927238451,61050.4374964566
5,1,182724,750953.118319867,61050.4374964566
6,1,261394,728094.427518976,61050.4374964566
7,1,315232,752906.72027744,61050.4374964566
8,1,258466,678069.044969076,61050.4374964566
9,1,483188,791933.075158049,61050.4374964566
10,1,500239,815094.412406167,61050.4374964566
11,1,733516,870210.467432804,61050.4374964566
12,1,711889,776323.182025351,61050.4374964566
13,1,432727,853232.951810849,61050.4374964566
14,1,624739,774687.452526351,61050.4374964566
15,1,633449,837967.374967328,61050.4374964566
16,1,757802,862836.643942015,61050.4374964566
17,1,638650,929473.763869003,61050.4374964566
18,1,816969,814171.939411125,61050.4374964566
19,1,863616,893011.709378013,61050.4374964566
20,1,901837,931745.284173796,61050.4374964566
21,1,1123039,907838.217044276,61050.4374964566
22,1,1362231,933913.70789815,61050.4374964566
23,1,1357071,1007524.21681147,61050.4374964566
24,1,1257685,959098.490283717,61050.4374964566
25,1,1270495,958429.352583406,61050.4374964566
26,1,1458398,1044043.49193268,61050.4374964566
27,1,1176362,1036436.0297873,61050.4374964566
28,1,1606477,1131750.23383728,61050.4374964566
29,1,1264922,1124900.42652507,61050.4374964566
30,1,2284455,1231803.44990955,61050.4374964566
31,1,1577191,1184168.25075186,61050.4374964566
32,1,1383196,1372811.01028995,61050.4374964566
33,1,1434974,1395067.97847432,61050.4374964566
34,1,1702618,1410089.75201911,61050.4374964566
35,1,2033683,1580002.63720432,61050.4374964566
36,1,2260670,1706378.6828256,61050.4374964566
37,1,2091231,1706090.33395071,61050.4374964566
38,1,1976927,1930425.94663249,61050.4374964566
39,1,1969870,2044786.3299235,61050.4374964566
40,1,2154482,2154482,61050.4374964566
1,2,794759,1984032.07358574,61050.4374964566
2,2,723944,1740811.70968043,61050.4374964566
3,2,886804,1858984.28546977,61050.4374964566
4,2,1006736,1902883.83392445,61050.4374964566
5,2,1132642,1943458.82873089,61050.4374964566
6,2,1005938,1884300.7756295,61050.4374964566
7,2,1023203,1948514.7301975,61050.4374964566
8,2,903587,1754835.6079573,61050.4374964566
9,2,1373690,2049514.52911384,61050.4374964566
10,2,1291946,2109455.8280604,61050.4374964566
11,2,1870437,2252095.60294541,61050.4374964566
12,2,1703057,2009116.28868551,61050.4374964566
13,2,1899979,2208157.96979565,61050.4374964566
14,2,1411662,2004883.03782245,61050.4374964566
15,2,1749488,2168650.81632835,61050.4374964566
16,2,2237988,2233012.22474899,61050.4374964566
17,2,2936849,2405468.3952927,61050.4374964566
18,2,2117261,2107068.47758173,61050.4374964566
19,2,2372667,2311104.97900817,61050.4374964566
20,2,2663307,2411347.0661222,61050.4374964566
21,2,2816270,2349475.82602951,61050.4374964566
22,2,2680791,2416958.92407807,61050.4374964566
23,2,2762719,2607462.15250202,61050.4374964566
24,2,2612222,2482136.87791147,61050.4374964566
25,2,3063285,2480405.15653022,61050.4374964566
26,2,2939633,2701973.65518005,61050.4374964566
27,2,3898703,2682285.62258521,61050.4374964566
28,2,3844037,2928957.78739204,61050.4374964566
29,2,3287411,2911230.55759399,61050.4374964566
30,2,4258612,3187894.4658276,61050.4374964566
31,2,4207651,3064615.06781604,61050.4374964566
32,2,4239887,3552820.55968579,61050.4374964566
33,2,5135288,3610421.36093883,61050.4374964566
34,2,4244595,3649297.55401482,61050.4374964566
35,2,4428216,4089030.32663735,61050.4374964566
36,2,4757404,4416090.21308176,61050.4374964566
37,2,4250839,4415343.9692045,61050.4374964566
38,2,5221596,4995922.19230397,61050.4374964566
39,2,5366802,5291885.67010563,61050.4374964566
40,2,5485629,5575776.91881728,61050.4374964566
1,3,986081,1959276.82487226,61050.4374964566
2,3,1058485,1719091.18035521,61050.4374964566
3,3,1260062,1835789.28829511,61050.4374964566
4,3,1202742,1879141.09145127,61050.4374964566
5,3,1224844,1919209.82222027,61050.4374964566
6,3,1279816,1860789.89847547,61050.4374964566
