AQ,DQ,Loss,ccODP,Dispersion
1,1,193447,716770.319868944,62235.3864796448
2,1,302087,750573.215544838,62235.3864796448
3,1,263931,740096.261859081,62235.3864796448
4,1,195602,767039.921387796,62235.3864796448
5,1,499702,766260.699952134,62235.3864796448
6,1,302820,722283.377429739,62235.3864796448
7,1,346362,747629.646718221,62235.3864796448
8,1,539789,774934.996468671,62235.3864796448
9,1,490540,793032.810954648,62235.3864796448
10,1,422004,766834.203718122,62235.3864796448
11,1,701435,801438.476258264,62235.3864796448
12,1,424364,856636.23026089,62235.3864796448
13,1,781348,852939.279529372,62235.3864796448
14,1,757282,876792.94567705,62235.3864796448
15,1,622780,842655.303183232,62235.3864796448
16,1,699460,812986.462637165,62235.3864796448
17,1,766483,912185.840107098,62235.3864796448
18,1,644735,876877.964161709,62235.3864796448
19,1,825159,869941.980628947,62235.3864796448
20,1,945204,925537.377957465,62235.3864796448
21,1,1016894,991382.16438278,62235.3864796448
22,1,1145542,1005053.50703018,62235.3864796448
23,1,1279618,1003190.97706127,62235.3864796448
24,1,1450088,1011032.28477094,62235.3864796448
25,1,1261365,1063169.26040209,62235.3864796448
26,1,1251731,1066484.83169609,62235.3864796448
27,1,1105177,1025596.23513577,62235.3864796448
28,1,1240483,1079449.11294118,62235.3864796448
29,1,1403181,1174022.45225136,62235.3864796448
30,1,1653277,1236858.15877118,62235.3864796448
31,1,1915466,1309808.60793648,62235.3864796448
32,1,1997074,1348869.72399973,62235.3864796448
33,1,1665353,1381235.09825564,62235.3864796448
34,1,1799300,1357615.72938781,62235.3864796448
35,1,1893745,1658663.42493722,62235.3864796448
36,1,2348828,1769711.17380327,62235.3864796448
37,1,1817379,1711268.31666478,62235.3864796448
38,1,2088146,1897816.35153542,62235.3864796448
39,1,2245612,2038118.27490393,62235.3864796448
40,1,2125886,2125886,62235.3864796448
1,2,645866,1749287.48750975,62235.3864796448
2,2,776252,1831783.90345823,62235.3864796448
3,2,681989,1806214.75880801,62235.3864796448
4,2,1026925,1871971.11781842,62235.3864796448
5,2,1036078,1870069.41755319,62235.3864796448
6,2,642899,1762742.17772458,62235.3864796448
7,2,1082892,1824600.0846333,62235.3864796448
8,2,1464803,1891239.15343469,62235.3864796448
9,2,1335486,1935407.11010648,62235.3864796448
10,2,1387121,1871469.06111274,62235.3864796448
11,2,1382163,1955921.24794424,62235.3864796448
12,2,1546100,2090632.09985715,62235.3864796448
13,2,2128083,2081609.64248508,62235.3864796448
14,2,1702238,2139824.83160033,62235.3864796448
15,2,2065050,2056511.46159578,62235.3864796448
16,2,1961076,1984104.26211012,62235.3864796448
17,2,2045487,2226201.66063052,62235.3864796448
18,2,1841956,2140032.32034156,62235.3864796448
19,2,2346277,2123104.96038942,62235.3864796448
20,2,2580984,2258786.26612162,62235.3864796448
21,2,3309940,2419481.34210163,62235.3864796448
22,2,3140795,2452846.43544831,62235.3864796448
23,2,2390968,2448300.90631659,62235.3864796448
24,2,2879556,2467437.72194916,62235.3864796448
25,2,3469892,2594678.70358586,62235.3864796448
26,2,3801753,2602770.39937425,62235.3864796448
27,2,2939337,2502981.236288,62235.3864796448
28,2,3104182,2634409.8999757,62235.3864796448
29,2,4010509,2865217.39091306,62235.3864796448
30,2,3668721,3018568.76740985,62235.3864796448
31,2,3742461,3196605.30770134,62235.3864796448
32,2,4019840,3291934.48035752,62235.3864796448
33,2,4011460,3370922.6061839,62235.3864796448
34,2,3598752,3313279.22269262,62235.3864796448
35,2,4703593,4047990.12292147,62235.3864796448
36,2,5034797,4319003.62923271,62235.3864796448
37,2,3999648,4176373.06000742,62235.3864796448
38,2,4527525,4631646.01728948,62235.3864796448
39,2,4766561,4974054.72509837,62235.3864796448
40,2,5004155,5188253.02413762,62235.3864796448
1,3,909222,1744774.04653967,62235.3864796448
2,3,1124591,1827057.60856547,62235.3864796448
3,3,1111633,1801554.43639025,62235.3864796448
4,3,999434,1867141.13349721,62235.3864796448
5,3,1007810,1865244.33992225,62235.3864796448
6,3,1131292,1758194.02150587,62235.3864796448
7,3,1442167,1819892.32513992,62235.3864796448
8,3,1292750,1886359.45450569,62235.3864796448
9,3,1410431,1930413.45079839,62235.3864796448
10,3,1526632,1866640.37217798,62235.3864796448
11,3,1412880,1950874.6588857,62235.3864796448
12,3,2044426,2085237.93529574,62235.3864796448
13,3,1646620,2076238.75730401,62235.3864796448
14,3,1870387,2134303.741938,62235.3864796448
15,3,1911220,2051205.33372803,62235.3864796448
16,3,1932671,1978984.95637596,62235.3864796448
17,3,2520393,2220457.7049603,62235.3864796448
18,3,2432961,2134510.69532516,62235.3864796448
19,3,1907092,2117627.01066394,62235.3864796448
20,3,2690781,2252958.2369675,62235.3864796448
21,3,3008923,2413238.69399848,62235.3864796448
22,3,2766874,2446517.700078,62235.3864796448
23,3,2952167,2441983.89913707,62235.3864796448
24,3,2758480,2461071.33873035,62235.3864796448
25,3,3168714,2587984.01832197,62235.3864796448
26,3,3349850,2596054.83624348,62235.3864796448
27,3,3441558,2496523.14512811,62235.3864796448
28,3,3650313,2627612.70188252,62235.3864796448
29,3,3363438,2857824.67264768,62235.3864796448
30,3,3489600,3010780.37811245,62235.3864796448
31,3,3899794,3188357.55570863,62235.3864796448
32,3,3243730,3283440.76388122,62235.3864796448
33,3,3555192,3362225.08773349,62235.3864796448
34,3,3727747,3304730.43337368,62235.3864796448
35,3,3871480,4037545.66219235,62235.3864796448
36,3,4116504,4307859.91039331,62235.3864796448
37,3,4355470,4165597.35080586,62235.3864796448
38,3,4533487,4619695.63117938,62235.3864796448
39,3,4324653,4961220.86986077,62235.3864796448
40,3,5252711,5174866.50309437,62235.3864796448
1,4,1042341,1606815.47651023,62235.3864796448
2,4,1102151,1682592.9109509,62235.3864796448
3,4,1198569,1659106.26416559,62235.3864796448
4,4,1326205,1719507.04796545,62235.3864796448
5,4,1346077,1717760.23308244,62235.3864796448
6,4,1132588,1619174.3395463,62235.3864796448
7,4,1509332,1675994.18355431,62235.3864796448
8,4,1220821,1737205.78419449,62235.3864796448
9,4,1434014,1777776.44902391,62235.3864796448
10,4,1527391,1719045.88163886,62235.3864796448
11,4,1610237,1796619.79775894,62235.3864796448
12,4,2174251,1920359.0248746,62235.3864796448
13,4,1742262,1912071.40820489,62235.3864796448
14,4,1737105,1965545.2182597,62235.3864796448
15,4,1555204,1889017.36718926,62235.3864796448
16,4,1878665,1822507.42552726,62235.3864796448
17,4,2274639,2044887.02267355,62235.3864796448
18,4,2102730,1965735.8079272,62235.3864796448
19,4,2176732,1950187.10930461,62235.3864796448
20,4,2298196,2074817.75091171,62235.3864796448
21,4,2522200,2222424.89777998,62235.3864796448
22,4,2945753,2253072.54646406,62235.3864796448
23,4,2302380,2248897.23130864,62235.3864796448
24,4,2284121,2266475.43486243,62235.3864796448
25,4,2555350,2383353.18080187,62235.3864796448
26,4,3143930,2390785.8424523,62235.3864796448
27,4,3045242,2299124.08143253,62235.3864796448
28,4,2959477,2419848.44056637,62235.3864796448
29,4,2340828,2631857.64498856,62235.3864796448
30,4,3354272,2772719.20540021,62235.3864796448
31,4,3582729,2936255.42821511,62235.3864796448
32,4,3405709,3023820.44601839,62235.3864796448
33,4,3221126,3096375.32561629,62235.3864796448
34,4,2741819,3043426.75005422,62235.3864796448
35,4,3605658,3718298.57854313,62235.3864796448
36,4,3649855,3967239.18973112,62235.3864796448
37,4,3716967,3836225.2725271,62235.3864796448
38,4,3392252,4254418.18765438,62235.3864796448
39,4,3707796,4568939.1654397,62235.3864796448
40,4,3869855,4765691.92586126,62235.3864796448
1,5,1200786,1530821.3348191,62235.3864796448
2,5,1529904,1603014.88475402,62235.3864796448
3,5,1653253,1580639.03605956,62235.3864796448
4,5,1457722,1638183.17216748,62235.3864796448
5,5,1454024,1636518.97268099,62235.3864796448
6,5,1412218,1542595.6869375,62235.3864796448
7,5,1472276,1596728.24336362,62235.3864796448
8,5,1876897,1655044.84882844,62235.3864796448
9,5,1648061,1693696.72902041,62235.3864796448
10,5,1552609,1637743.81664598,62235.3864796448
11,5,1838343,1711648.88387871,62235.3864796448
12,5,1661336,1829535.87936252,62235.3864796448
13,5,1751583,1821640.22451088,62235.3864796448
14,5,2175192,1872584.99725091,62235.3864796448
15,5,1816792,1799676.52154907,62235.3864796448
16,5,1724892,1736312.15945387,62235.3864796448
