AQ,DQ,Loss,ccODP,Dispersion
1,1,50016796,43018483.4718574,306388.087435267
2,1,43895513,43469947.2761494,306388.087435267
3,1,42777124,45018901.5519648,306388.087435267
4,1,55565257,45768369.2657149,306388.087435267
5,1,40969080,44165954.4018627,306388.087435267
6,1,40912287,44218097.5713721,306388.087435267
7,1,40561908,43689063.8793989,306388.087435267
8,1,46378988,45038659.1297099,306388.087435267
9,1,40464157,43649917.8398578,306388.087435267
10,1,46749025,44772474.7395584,306388.087435267
11,1,48864139,45258316.6039455,306388.087435267
12,1,48592694,47321422.27518,306388.087435267
13,1,44907013,47368775.9769218,306388.087435267
14,1,54438085,47085079.9120941,306388.087435267
15,1,43901672,46078928.1139271,306388.087435267
16,1,49008061,46820683.5815059,306388.087435267
17,1,51909245,47942340.9822058,306388.087435267
18,1,44128685,48698633.551817,306388.087435267
19,1,45858617,46366189.3425273,306388.087435267
20,1,50579294,48500661.9725048,306388.087435267
21,1,50145912,49479600.7928834,306388.087435267
22,1,47450345,48659965.2412461,306388.087435267
23,1,48905146,49961021.1184261,306388.087435267
24,1,51952074,50077185.3350367,306388.087435267
25,1,49950488,49729219.3251779,306388.087435267
26,1,43805265,49197271.7908556,306388.087435267
27,1,53497457,50730520.3072931,306388.087435267
28,1,47826446,49421444.086253,306388.087435267
29,1,37702070,49073824.558532,306388.087435267
30,1,51187078,52496131.4107901,306388.087435267
31,1,48122072,50141320.4069666,306388.087435267
32,1,41547629,48716932.9941511,306388.087435267
33,1,48522819,49063969.5309371,306388.087435267
34,1,53733192,51001368.7949404,306388.087435267
35,1,53879317,50522898.958643,306388.087435267
36,1,48754738,51665675.2382711,306388.087435267
37,1,61406930,52764376.6363387,306388.087435267
38,1,51994488,49588096.9287611,306388.087435267
39,1,50344106,54663487.1044409,306388.087435267
40,1,51544742,51544742.0000001,306388.087435267
1,2,102737672,102034099.874412,306388.087435267
2,2,101743936,103104911.748265,306388.087435267
3,2,108249344,106778824.506785,306388.087435267
4,2,111439091,108556461.870674,306388.087435267
5,2,103692175,104755747.734261,306388.087435267
6,2,116988357,104879424.371281,306388.087435267
7,2,108209375,103624627.079344,306388.087435267
8,2,107979264,106825686.843581,306388.087435267
9,2,105126541,103531777.899506,306388.087435267
10,2,107546618,106194333.005469,306388.087435267
11,2,100518149,107346685.048434,306388.087435267
12,2,107630030,112240096.278235,306388.087435267
13,2,123139643,112352412.937099,306388.087435267
14,2,103391530,111679523.744444,306388.087435267
15,2,111255524,109293065.999365,306388.087435267
16,2,120742883,111052410.944912,306388.087435267
17,2,104945279,113712832.559327,306388.087435267
18,2,114238888,115506657.570208,306388.087435267
19,2,119704643,109974411.284542,306388.087435267
20,2,105761833,115037095.41307,306388.087435267
21,2,121569218,117359007.607739,306388.087435267
22,2,104469432,115414941.499711,306388.087435267
23,2,118717095,118500872.350835,306388.087435267
24,2,124971667,118776398.364839,306388.087435267
25,2,118074549,117951069.442538,306388.087435267
26,2,120313388,116689360.905544,306388.087435267
27,2,120250657,120326021.699522,306388.087435267
28,2,102261734,117221067.663468,306388.087435267
29,2,115202296,116396560.550544,306388.087435267
30,2,122892099,124513815.529851,306388.087435267
31,2,112303530,118928518.193494,306388.087435267
32,2,118509952,115550061.404469,306388.087435267
33,2,115907887,116373185.740724,306388.087435267
34,2,115675005,120968438.154242,306388.087435267
35,2,110974399,119833571.577748,306388.087435267
36,2,126894315,122544084.353633,306388.087435267
37,2,130770545,125150057.394406,306388.087435267
38,2,119476541,117616345.957924,306388.087435267
39,2,133973875,129654493.895559,306388.087435267
40,2,134921690,122257246.856911,306388.087435267
1,3,90604376,90100896.8253323,306388.087435267
2,3,91677803,91046473.9440027,306388.087435267
3,3,100171317,94290711.2608226,306388.087435267
4,3,103204903,95860448.4458791,306388.087435267
5,3,91256689,92504239.5638579,306388.087435267
6,3,88436024,92613451.8362801,306388.087435267
7,3,86192531,91505406.9622951,306388.087435267
8,3,99505364,94332092.9026252,306388.087435267
9,3,85704452,91423416.7807462,306388.087435267
10,3,100226716,93774577.8454234,306388.087435267
11,3,91863787,94792158.7586419,306388.087435267
12,3,99138883,99113270.434865,306388.087435267
13,3,94884810,99212451.3136547,306388.087435267
14,3,99064734,98618258.5898802,306388.087435267
15,3,101734945,96510904.4471761,306388.087435267
16,3,95475826,98064488.5687005,306388.087435267
17,3,99845118,100413765.660255,306388.087435267
18,3,100232306,101997797.297002,306388.087435267
19,3,98778143,97112564.2973416,306388.087435267
20,3,100939402,101583151.884092,306388.087435267
21,3,113050491,103633509.277814,306388.087435267
22,3,106666787,101916807.704158,306388.087435267
23,3,109543062,104641829.413267,306388.087435267
24,3,110182471,104885131.809143,306388.087435267
25,3,90830920,104156327.652819,306388.087435267
26,3,105987493,103042179.825228,306388.087435267
27,3,104831380,106253521.909788,306388.087435267
28,3,100177890,103511701.835968,306388.087435267
29,3,101988486,102783623.375876,306388.087435267
30,3,111067972,109951540.320267,306388.087435267
31,3,104117186,105019460.754109,306388.087435267
32,3,102798757,102036124.91882,306388.087435267
33,3,95860017,102762982.322244,306388.087435267
34,3,114006657,106820805.776425,306388.087435267
35,3,102918507,105818665.350381,306388.087435267
36,3,108207328,108212175.287396,306388.087435267
37,3,103923340,110513371.734126,306388.087435267
38,3,99594165,103860751.113316,306388.087435267
39,3,112260697,114491000.477322,306388.087435267
40,3,103353838,107958884.321634,306388.087435267
1,4,73912471,75407254.1183972,306388.087435267
2,4,71788396,76198626.6417401,306388.087435267
3,4,80176837,78913794.1527148,306388.087435267
4,4,72925366,80227538.7988099,306388.087435267
5,4,81723540,77418660.0311367,306388.087435267
6,4,82064467,77510061.980169,306388.087435267
7,4,73375178,76582716.9222263,306388.087435267
8,4,77569089,78948427.2816757,306388.087435267
9,4,73982581,76514097.6889765,306388.087435267
10,4,81304286,78481831.7085512,306388.087435267
11,4,79490986,79333465.6568553,306388.087435267
12,4,89287730,82949890.994714,306388.087435267
13,4,87038821,83032897.4685017,306388.087435267
14,4,81994917,82535605.6179686,306388.087435267
15,4,89057972,80771918.5187779,306388.087435267
16,4,85586456,82072144.3408716,306388.087435267
17,4,84319851,84038301.6254188,306388.087435267
18,4,84503007,85364009.5858548,306388.087435267
19,4,82531642,81275459.7576872,306388.087435267
20,4,88602124,85016984.493741,306388.087435267
21,4,83313756,86732969.8664691,306388.087435267
22,4,82929216,85296227.765432,306388.087435267
23,4,87225996,87576853.2834591,306388.087435267
24,4,90097179,87780477.9557968,306388.087435267
25,4,86384875,87170527.0878832,306388.087435267
26,4,88051577,86238074.3452258,306388.087435267
27,4,88639033,88925711.1742017,306388.087435267
28,4,87753993,86631026.7666283,306388.087435267
29,4,80112088,86021683.248498,306388.087435267
30,4,89742565,92020657.2162387,306388.087435267
31,4,88706375,87892900.5536339,306388.087435267
32,4,83676170,85396086.7440189,306388.087435267
33,4,89381320,86004408.3352465,306388.087435267
34,4,87888599,89400482.4605714,306388.087435267
35,4,92314607,88561770.9667719,306388.087435267
36,4,85028436,90564947.610011,306388.087435267
37,4,84817856,92490865.2351295,306388.087435267
38,4,100445877,86923153.132561,306388.087435267
39,4,87282477,95819822.792659,306388.087435267
40,4,99034621,90352963.3024836,306388.087435267
1,5,61569759,62909593.3011005,306388.087435267
2,5,68613157,63569807.284161,306388.087435267
3,5,61221887,65834975.0834233,306388.087435267
