AQ,DQ,Loss,ccODP,Dispersion
1,1,0,8837.56224774592,309534.202532543
2,1,0,6457.14614434009,309534.202532543
3,1,0,7028.49319589112,309534.202532543
4,1,0,10129.1417260765,309534.202532543
5,1,0,7909.7609411485,309534.202532543
6,1,5553,8223.78194586672,309534.202532543
7,1,0,8239.08253364151,309534.202532543
8,1,0,9293.69363179688,309534.202532543
9,1,0,10243.5159305815,309534.202532543
10,1,2643,8277.09331443158,309534.202532543
11,1,0,6031.03737188525,309534.202532543
12,1,54003,11450.9062404623,309534.202532543
13,1,0,9730.82996799466,309534.202532543
14,1,7017,10808.4000896001,309534.202532543
15,1,16349,11149.8232427201,309534.202532543
16,1,0,11983.7736929175,309534.202532543
17,1,8101,11160.0361086751,309534.202532543
18,1,0,10720.6567816262,309534.202532543
19,1,0,12745.753587905,309534.202532543
20,1,12828,11998.9852628439,309534.202532543
21,1,102767,13963.686334766,309534.202532543
22,1,19372,10066.5079106559,309534.202532543
23,1,45223,10724.5118934332,309534.202532543
24,1,14678,14467.615982214,309534.202532543
25,1,0,17339.5382761222,309534.202532543
26,1,18686,15371.2039195064,309534.202532543
27,1,29057,17396.6128668603,309534.202532543
28,1,11895,16854.0834338521,309534.202532543
29,1,5772,15656.0364514138,309534.202532543
30,1,30605,21950.9388605871,309534.202532543
31,1,15037,19838.1946325288,309534.202532543
32,1,0,15458.4124779795,309534.202532543
33,1,0,16425.9370551185,309534.202532543
34,1,0,13083.3965021975,309534.202532543
35,1,6849,17659.1190212297,309534.202532543
36,1,0,26035.1398671051,309534.202532543
37,1,8648,7363.66735584689,309534.202532543
38,1,40115,27356.8719240379,309534.202532543
39,1,50462,16229.0512764479,309534.202532543
40,1,15208,15208,309534.202532543
1,2,93315,107016.419216889,309534.202532543
2,2,81413,78191.3201124738,309534.202532543
3,2,33284,85109.9152943876,309534.202532543
4,2,22764,122656.502650553,309534.202532543
5,2,49016,95781.4235480173,309534.202532543
6,2,83152,99583.9883890631,309534.202532543
7,2,459333,99769.2673234197,309534.202532543
8,2,79085,112539.836879494,309534.202532543
9,2,121070,124041.490668038,309534.202532543
10,2,80482,100229.550095723,309534.202532543
11,2,112044,73031.4543319922,309534.202532543
12,2,315605,138662.104807822,309534.202532543
