AQ,DQ,Loss,ccODP,Dispersion
1,1,36035,51588.499007669,20341.9648100066
2,1,35472,55369.2785662591,20341.9648100066
3,1,63250,58415.689018747,20341.9648100066
4,1,50403,54718.4200465569,20341.9648100066
5,1,44811,56401.7473130705,20341.9648100066
6,1,44427,50726.3153134733,20341.9648100066
7,1,68262,58951.5902533457,20341.9648100066
8,1,123989,55337.9308983577,20341.9648100066
9,1,110838,57928.8781343001,20341.9648100066
10,1,79732,61519.0723531311,20341.9648100066
11,1,61859,55000.445579725,20341.9648100066
12,1,79054,54232.0766566653,20341.9648100066
13,1,81327,56410.9187012128,20341.9648100066
14,1,31613,62956.9850765316,20341.9648100066
15,1,29998,59787.6128245563,20341.9648100066
16,1,27141,59700.6034878646,20341.9648100066
17,1,58554,58516.3774969753,20341.9648100066
18,1,123609,60226.9958632831,20341.9648100066
19,1,65032,59390.9703152609,20341.9648100066
20,1,50994,61375.6998878792,20341.9648100066
21,1,130221,66804.2124693632,20341.9648100066
22,1,38384,63171.4170116855,20341.9648100066
23,1,72182,65107.2488722644,20341.9648100066
24,1,60200,63147.2965731623,20341.9648100066
25,1,38225,61292.0895607409,20341.9648100066
26,1,49298,65623.4282966142,20341.9648100066
27,1,45472,64781.0213719309,20341.9648100066
28,1,39975,70589.1234240793,20341.9648100066
29,1,66029,74958.1787236047,20341.9648100066
30,1,81580,72180.2607128073,20341.9648100066
31,1,82360,76685.3726295552,20341.9648100066
32,1,61342,72844.9011266671,20341.9648100066
33,1,53071,67109.5817000741,20341.9648100066
34,1,96036,75366.3590381305,20341.9648100066
35,1,89077,83964.7914371777,20341.9648100066
36,1,34240,85327.4260498047,20341.9648100066
37,1,35763,75509.4266428288,20341.9648100066
38,1,87599,78945.5618240604,20341.9648100066
39,1,104072,99562.1957406025,20341.9648100066
40,1,37433,84037.757073177,20341.9648100066
1,2,472976,372718.583802771,20341.9648100066
2,2,408082,400034.106251654,20341.9648100066
3,2,476164,422043.930366995,20341.9648100066
4,2,478336,395331.758434104,20341.9648100066
5,2,409127,407493.526404098,20341.9648100066
6,2,297940,366489.445687496,20341.9648100066
7,2,342834,425915.730342957,20341.9648100066
8,2,474940,399807.624407629,20341.9648100066
9,2,362043,418526.800252319,20341.9648100066
10,2,360057,444465.374363976,20341.9648100066
11,2,614006,397369.34741887,20341.9648100066
12,2,422944,391818.005892181,20341.9648100066
13,2,405383,407559.788204028,20341.9648100066
14,2,374092,454854.061846784,20341.9648100066
15,2,348092,431955.858564606,20341.9648100066
16,2,480814,431327.230142125,20341.9648100066
17,2,395241,422771.388380552,20341.9648100066
18,2,319472,435130.330144344,20341.9648100066
19,2,540443,429090.180415712,20341.9648100066
20,2,435110,443429.531429351,20341.9648100066
21,2,526446,482649.659179636,20341.9648100066
22,2,628140,456403.297989141,20341.9648100066
23,2,469019,470389.370920784,20341.9648100066
24,2,481089,456229.03171158,20341.9648100066
25,2,395965,442825.460302613,20341.9648100066
26,2,631268,474118.683998941,20341.9648100066
27,2,510823,468032.429853285,20341.9648100066
28,2,599056,509995.030299111,20341.9648100066
29,2,408903,541560.750083923,20341.9648100066
30,2,412467,521490.740550389,20341.9648100066
31,2,530895,554039.447447902,20341.9648100066
32,2,467306,526292.660330126,20341.9648100066
33,2,422960,484855.902613674,20341.9648100066
34,2,601197,544509.787014492,20341.9648100066
35,2,536586,606632.074120001,20341.9648100066
36,2,465208,616476.889395272,20341.9648100066
37,2,429176,545543.427380792,20341.9648100066
38,2,640456,570368.949796421,20341.9648100066
39,2,714811,719320.804259398,20341.9648100066
40,2,656174,607159.239070311,20341.9648100066
1,3,688855,713942.293737992,20341.9648100066
2,3,899243,766265.16573658,20341.9648100066
3,3,864935,808424.974762876,20341.9648100066
4,3,744467,757257.82042913,20341.9648100066
5,3,609531,780553.681965783,20341.9648100066
6,3,650343,702010.38224419,20341.9648100066
7,3,967169,815841.406021896,20341.9648100066
8,3,673909,765831.339857646,20341.9648100066
9,3,884262,801687.913477046,20341.9648100066
10,3,767229,851373.241502893,20341.9648100066
11,3,679190,761160.821290093,20341.9648100066
12,3,878057,750527.228882516,20341.9648100066
13,3,716429,780680.606416252,20341.9648100066
14,3,817208,871272.768096736,20341.9648100066
15,3,1126703,827411.26914232,20341.9648100066
16,3,771902,826207.131658013,20341.9648100066
17,3,830497,809818.420288178,20341.9648100066
18,3,780994,833491.968145629,20341.9648100066
19,3,886303,821922.063828588,20341.9648100066
