AQ,DQ,Loss,ccODP,Dispersion
1,1,62161,46064.0286178774,20599.645347806
2,1,57341,47397.582911969,20599.645347806
3,1,51855,48706.1944751972,20599.645347806
4,1,19547,43537.6385234737,20599.645347806
5,1,29257,45049.7559300628,20599.645347806
6,1,93033,48272.0617189003,20599.645347806
7,1,49429,52500.9106668966,20599.645347806
8,1,68861,50901.3894604609,20599.645347806
9,1,65116,48562.3141421754,20599.645347806
10,1,28219,48986.1940448219,20599.645347806
11,1,120623,46771.4270213677,20599.645347806
12,1,93192,46414.9631257702,20599.645347806
13,1,63255,50842.1272956103,20599.645347806
14,1,39481,49560.7968704705,20599.645347806
15,1,20244,52219.726487594,20599.645347806
16,1,45492,49542.4161263779,20599.645347806
17,1,27609,53159.9675313765,20599.645347806
18,1,78886,50146.7903819557,20599.645347806
19,1,44660,50785.2673807592,20599.645347806
20,1,23950,50859.0567805043,20599.645347806
21,1,47451,50785.0725727267,20599.645347806
22,1,54540,56707.5497087788,20599.645347806
23,1,60609,53815.7597401096,20599.645347806
24,1,107788,54750.8661403573,20599.645347806
25,1,37179,60643.0850799044,20599.645347806
26,1,67111,57214.0011309847,20599.645347806
27,1,32410,58521.6048772452,20599.645347806
28,1,20735,57984.053777251,20599.645347806
29,1,50548,62207.4029843816,20599.645347806
30,1,106517,63204.2026523776,20599.645347806
31,1,59197,59881.9481587533,20599.645347806
32,1,23461,60288.3245361173,20599.645347806
33,1,46909,65285.3829047431,20599.645347806
34,1,78308,63723.0106258423,20599.645347806
35,1,61077,68342.3899155495,20599.645347806
36,1,81972,68992.6983351059,20599.645347806
37,1,61732,73089.3821211873,20599.645347806
38,1,26983,71819.8033964761,20599.645347806
39,1,48293,67493.8518484816,20599.645347806
40,1,119758,119758,20599.645347806
1,2,413288,371819.813747289,20599.645347806
2,2,361686,382584.002727898,20599.645347806
3,2,417222,393146.858871971,20599.645347806
4,2,406436,351427.287897094,20599.645347806
5,2,235397,363632.80333618,20599.645347806
6,2,373948,389642.624322123,20599.645347806
7,2,623762,423777.064478301,20599.645347806
8,2,470660,410866.042691749,20599.645347806
9,2,641621,391985.485014077,20599.645347806
10,2,342589,395406.960538084,20599.645347806
11,2,502800,377529.795060752,20599.645347806
12,2,319929,374652.488336926,20599.645347806
13,2,421152,410387.690108222,20599.645347806
14,2,398767,400045.041965648,20599.645347806
15,2,383324,421507.400874966,20599.645347806
16,2,403719,399896.676200644,20599.645347806
17,2,375850,429096.842360357,20599.645347806
18,2,408716,404775.066777524,20599.645347806
19,2,336523,409928.728016023,20599.645347806
20,2,444658,410524.341593319,20599.645347806
21,2,482906,409927.155563753,20599.645347806
22,2,566302,457732.23062388,20599.645347806
23,2,419627,434390.268580865,20599.645347806
24,2,408162,441938.264229666,20599.645347806
25,2,449239,489499.101056047,20599.645347806
26,2,544818,461820.207275657,20599.645347806
27,2,359653,472374.928518625,20599.645347806
28,2,398580,468035.921361054,20599.645347806
29,2,417036,502125.968686521,20599.645347806
30,2,605189,510171.940305116,20599.645347806
31,2,400231,483355.352956934,20599.645347806
32,2,421902,486635.543454301,20599.645347806
33,2,495144,526970.819539677,20599.645347806
34,2,548276,514359.656617654,20599.645347806
35,2,422792,551646.381176097,20599.645347806
36,2,647448,556895.5433248,20599.645347806
37,2,483937,589963.172188923,20599.645347806
38,2,477701,579715.381469715,20599.645347806
39,2,563998,544797.148151518,20599.645347806
40,2,578706,966663.111994213,20599.645347806
1,3,644790,710570.575020092,20599.645347806
2,3,733969,731141.603434343,20599.645347806
3,3,772930,751327.872392159,20599.645347806
4,3,677493,671599.201565172,20599.645347806
5,3,732792,694924.693653827,20599.645347806
