AQ,DQ,Loss,ccODP,Dispersion
1,1,0,5610.87767828741,314812.214668507
2,1,0,7193.87186992178,314812.214668507
3,1,0,6468.04597220994,314812.214668507
4,1,17952,9931.99843486,314812.214668507
5,1,5033,6015.39496961039,314812.214668507
6,1,0,9164.32756336281,314812.214668507
7,1,3819,9128.6766063439,314812.214668507
8,1,16965,8638.12393242607,314812.214668507
9,1,0,10017.5924417304,314812.214668507
10,1,0,9079.11788622429,314812.214668507
11,1,1511,8646.71647111566,314812.214668507
12,1,8751,9017.7200980353,314812.214668507
13,1,0,9623.8254892341,314812.214668507
14,1,6468,10037.1532531785,314812.214668507
15,1,4512,8877.66566008323,314812.214668507
16,1,4481,9319.67111302152,314812.214668507
17,1,16370,10401.2906732859,314812.214668507
18,1,0,12973.0231214793,314812.214668507
19,1,0,13338.5666477706,314812.214668507
20,1,15775,9485.74030882786,314812.214668507
21,1,0,10188.9767239475,314812.214668507
22,1,3114,11567.7530057993,314812.214668507
23,1,0,13607.5004642031,314812.214668507
24,1,11876,11136.3458963012,314812.214668507
25,1,8044,15039.8961696354,314812.214668507
26,1,0,14889.7837391963,314812.214668507
27,1,18361,16282.8473108167,314812.214668507
28,1,0,16554.9372395085,314812.214668507
29,1,0,17033.0357877299,314812.214668507
30,1,36268,20102.9011253803,314812.214668507
31,1,27883,19178.5663944891,314812.214668507
32,1,0,21638.1697049756,314812.214668507
33,1,0,23352.5789950538,314812.214668507
34,1,28970,23927.311635727,314812.214668507
35,1,215778,24891.8068925999,314812.214668507
36,1,0,26716.9564311607,314812.214668507
37,1,32493,23549.4862565044,314812.214668507
38,1,29451,19424.6608814567,314812.214668507
39,1,19174,20996.0851568284,314812.214668507
40,1,28053,28053,314812.214668507
1,2,20315,95546.9894652438,314812.214668507
2,2,13370,122503.615152688,314812.214668507
3,2,16857,110143.609574481,314812.214668507
4,2,65050,169130.856923981,314812.214668507
5,2,235231,102435.467808322,314812.214668507
6,2,210393,156058.278108806,314812.214668507
7,2,1189783,155451.182069644,314812.214668507
8,2,273615,147097.61710986,314812.214668507
9,2,155746,170588.427404333,314812.214668507
10,2,40456,154607.252335174,314812.214668507
11,2,56276,147243.938461123,314812.214668507
12,2,38605,153561.716474718,314812.214668507
13,2,62415,163883.015342416,314812.214668507
14,2,145059,170921.526208571,314812.214668507
15,2,145164,151176.745588728,314812.214668507
16,2,85587,158703.605516347,314812.214668507
17,2,69967,177122.380377524,314812.214668507
