AQ,DQ,Loss,ccODP,Dispersion
1,1,2249,9346.8838785114,291714.649091368
2,1,0,8760.65079621466,291714.649091368
3,1,51362,8926.31190713914,291714.649091368
4,1,0,6707.44635981699,291714.649091368
5,1,1121,9540.03826694639,291714.649091368
6,1,9457,8673.96686278329,291714.649091368
7,1,2142,9189.4117043809,291714.649091368
8,1,7103,8994.97868051854,291714.649091368
9,1,0,9230.34654717051,291714.649091368
10,1,4096,11662.9948575764,291714.649091368
11,1,0,11669.2133978709,291714.649091368
12,1,0,9470.39099860684,291714.649091368
13,1,0,10973.3095606542,291714.649091368
14,1,0,12671.2978411001,291714.649091368
15,1,0,10286.0488149076,291714.649091368
16,1,0,9177.69680739003,291714.649091368
17,1,0,10525.3562632975,291714.649091368
18,1,0,10621.9303902282,291714.649091368
19,1,26337,10307.1754277485,291714.649091368
20,1,0,14686.3257606988,291714.649091368
21,1,0,11875.7967829608,291714.649091368
22,1,0,14864.5108346021,291714.649091368
23,1,26905,15349.0874546551,291714.649091368
24,1,9076,14006.474185115,291714.649091368
25,1,0,13637.0908890918,291714.649091368
26,1,270403,18547.16334453,291714.649091368
27,1,60950,17343.9335384905,291714.649091368
28,1,15486,15773.657763716,291714.649091368
29,1,10991,21911.638216127,291714.649091368
30,1,0,22980.6359090189,291714.649091368
31,1,0,20843.8053732463,291714.649091368
32,1,45524,17811.5209280941,291714.649091368
33,1,0,24041.8166083849,291714.649091368
34,1,0,19244.6893441785,291714.649091368
35,1,0,22512.1857943859,291714.649091368
36,1,0,27874.4879562694,291714.649091368
37,1,9068,25950.9010986027,291714.649091368
38,1,0,11067.0744812241,291714.649091368
39,1,0,15211.9140825102,291714.649091368
40,1,0,16347.6894762322,291714.649091368
1,2,58423,120354.461240958,291714.649091368
2,2,49526,112805.874171886,291714.649091368
3,2,352325,114938.997254728,291714.649091368
4,2,22340,86367.938601904,291714.649091368
5,2,56912,122841.599484952,291714.649091368
6,2,72289,111689.694893104,291714.649091368
7,2,17370,118326.782399083,291714.649091368
8,2,43697,115823.179900265,291714.649091368
9,2,213156,118853.876884685,291714.649091368
10,2,65727,150177.693527014,291714.649091368
11,2,225230,150257.766102706,291714.649091368
12,2,43305,121944.791568339,291714.649091368
13,2,65037,141297.011642464,291714.649091368
14,2,113911,163161.032565668,291714.649091368
15,2,136926,132447.549312399,291714.649091368
16,2,303813,118175.936391563,291714.649091368
17,2,266545,135528.974030655,291714.649091368
18,2,582770,136772.503656959,291714.649091368
19,2,283846,132719.584585262,291714.649091368
20,2,60756,189107.391031332,291714.649091368
21,2,188589,152917.821832188,291714.649091368
22,2,264783,191401.778000247,291714.649091368
23,2,118397,197641.393127007,291714.649091368
24,2,131852,180353.332334688,291714.649091368
25,2,129405,175596.995553134,291714.649091368
26,2,168310,238821.181571635,291714.649091368
27,2,314730,223327.881672202,291714.649091368
28,2,153495,203108.341413742,291714.649091368
29,2,663644,282143.594238035,291714.649091368
30,2,222106,295908.46422766,291714.649091368
31,2,425425,268393.72335371,291714.649091368
32,2,257497,229348.736225471,291714.649091368
33,2,93985,309572.679276392,291714.649091368
34,2,40761,247802.823686849,291714.649091368
35,2,119445,289876.500859147,291714.649091368
36,2,311798,358923.789355846,291714.649091368
37,2,125103,334154.864983423,291714.649091368
38,2,136950,142504.36873015,291714.649091368
39,2,211087,195875.090312542,291714.649091368
40,2,745649,210499.818444279,291714.649091368
1,3,296107,366860.873624517,291714.649091368
2,3,404929,343851.496005799,291714.649091368
